age,gender,topik_level,highest_degree,major_field,university_type,gpa,experience_years,num_projects,internships,certifications,has_portfolio,github_level,job_field,resume_length,cover_letter_score,tailored_resume,english_level,leadership_experience,military_status,pass_screening
34.0,Male,6.0,Bachelor,Industrial Eng,Other,3.82,2.4,4.0,1.0,1.0,1.0,Medium,Data Scientist,1.0,,1.0,Medium,1.0,Not Applicable,1.0
27.0,Male,5.0,Bachelor,CS,Foreign,3.21,3.0,1.0,1.0,0.0,,Low,Data Scientist,1.0,6.0,1.0,Medium,,Exempt,1.0
28.0,Male,4.0,Bachelor,Economics,Other,3.51,1.2,2.0,1.0,2.0,0.0,High,Software Dev,1.0,8.0,1.0,Medium,0.0,Exempt,1.0
24.0,Male,5.0,Bachelor,Industrial Eng,Top10,3.28,,1.0,1.0,3.0,0.0,Medium,PM,1.0,8.0,1.0,Medium,0.0,Exempt,1.0
33.0,Male,2.0,Bachelor,CS,Foreign,3.31,2.1,1.0,1.0,3.0,1.0,Medium,Data Analyst,1.0,6.0,1.0,Medium,1.0,Exempt,0.0
23.0,Male,3.0,Bachelor,Business,Top10,3.0,1.7,1.0,1.0,0.0,1.0,High,Data Scientist,2.0,5.0,1.0,Low,1.0,Not Applicable,0.0
33.0,Female,4.0,Bachelor,Data Science,Top10,3.91,,4.0,0.0,,1.0,Medium,PM,2.0,9.0,1.0,Low,0.0,Exempt,1.0
31.0,Male,2.0,Bachelor,Data Science,Regional,,1.3,1.0,1.0,3.0,0.0,Low,Software Dev,1.0,6.0,1.0,Low,1.0,Not Applicable,0.0
26.0,Female,2.0,Bachelor,CS,Top10,4.07,,2.0,1.0,2.0,0.0,,Data Scientist,1.0,6.0,1.0,Medium,,Not Applicable,0.0
30.0,Male,5.0,Master,Business,Regional,3.59,0.1,4.0,0.0,0.0,0.0,Low,Software Dev,2.0,6.0,1.0,High,1.0,Complete,0.0
22.0,Female,2.0,Master,Data Science,Other,3.57,0.5,2.0,1.0,0.0,0.0,Low,Data Analyst,1.0,,0.0,Medium,1.0,Not Applicable,0.0
,Male,2.0,Master,Data Science,Other,3.59,4.1,2.0,0.0,0.0,1.0,Low,Data Analyst,1.0,9.0,0.0,Medium,1.0,Exempt,1.0
28.0,Male,3.0,Master,Business,Top10,3.35,2.3,2.0,1.0,0.0,0.0,Low,PM,1.0,5.0,0.0,Medium,0.0,Not Applicable,0.0
23.0,Female,1.0,Master,Data Science,Foreign,3.5,2.9,2.0,1.0,1.0,1.0,Medium,Data Scientist,2.0,4.0,0.0,Medium,1.0,Exempt,0.0
27.0,Male,3.0,Bachelor,Data Science,Top10,3.19,1.8,4.0,1.0,3.0,0.0,Low,Software Dev,1.0,8.0,1.0,Medium,,Complete,1.0
31.0,Female,,Bachelor,CS,Regional,3.54,1.1,5.0,1.0,2.0,,High,Data Analyst,2.0,7.0,0.0,Medium,0.0,Not Applicable,1.0
,Female,1.0,Bachelor,Industrial Eng,Regional,3.3,1.0,3.0,1.0,2.0,0.0,High,PM,1.0,6.0,1.0,Medium,1.0,Not Applicable,0.0
29.0,Female,2.0,PhD,Industrial Eng,Regional,3.88,3.2,1.0,1.0,3.0,0.0,Medium,Software Dev,2.0,9.0,1.0,High,0.0,Complete,1.0
27.0,Female,2.0,Master,CS,,3.1,2.1,5.0,1.0,3.0,1.0,Low,PM,1.0,4.0,1.0,Low,1.0,Not Applicable,1.0
23.0,Male,4.0,Bachelor,Data Science,Other,3.67,3.0,1.0,1.0,0.0,1.0,Low,Data Scientist,1.0,5.0,0.0,Medium,0.0,Complete,0.0
24.0,Female,6.0,Bachelor,CS,Other,3.49,1.7,1.0,1.0,0.0,1.0,Low,Data Scientist,1.0,5.0,0.0,Medium,0.0,Complete,0.0
29.0,Female,5.0,Bachelor,Business,Regional,3.14,2.0,5.0,1.0,3.0,1.0,Low,Software Dev,2.0,6.0,1.0,Low,0.0,Exempt,1.0
31.0,Male,5.0,Master,Data Science,Top10,3.21,0.3,1.0,1.0,0.0,0.0,Low,PM,1.0,4.0,0.0,Medium,1.0,Exempt,0.0
30.0,Female,1.0,Bachelor,CS,Other,3.55,,4.0,1.0,2.0,0.0,,PM,1.0,9.0,1.0,Low,0.0,Exempt,1.0
22.0,Male,0.0,Bachelor,Economics,SKY,3.68,1.3,1.0,1.0,2.0,0.0,Low,PM,1.0,9.0,1.0,Low,1.0,Complete,0.0
31.0,Female,6.0,PhD,CS,Foreign,3.71,2.6,1.0,0.0,3.0,1.0,Medium,PM,1.0,8.0,0.0,High,0.0,Exempt,1.0
27.0,Female,4.0,Master,Industrial Eng,Foreign,3.52,2.6,2.0,1.0,1.0,1.0,Low,Software Dev,1.0,6.0,0.0,Medium,1.0,,0.0
29.0,Male,4.0,Bachelor,CS,Other,3.35,3.0,4.0,1.0,2.0,0.0,Medium,Data Analyst,2.0,5.0,1.0,Medium,0.0,Exempt,1.0
30.0,Female,4.0,Bachelor,CS,Other,3.49,2.5,1.0,1.0,2.0,0.0,High,Software Dev,1.0,5.0,1.0,High,1.0,Exempt,0.0
,Male,4.0,Master,Data Science,Top10,3.63,1.1,3.0,1.0,1.0,1.0,Medium,Software Dev,2.0,9.0,0.0,Medium,0.0,Complete,1.0
34.0,Female,4.0,Bachelor,CS,SKY,2.71,0.9,4.0,0.0,1.0,0.0,Medium,Data Analyst,1.0,9.0,1.0,Medium,0.0,Exempt,
30.0,Male,6.0,Master,Industrial Eng,Other,3.18,3.6,1.0,0.0,2.0,0.0,High,PM,1.0,4.0,0.0,High,1.0,Exempt,0.0
22.0,,6.0,Bachelor,Industrial Eng,SKY,3.66,3.2,4.0,0.0,1.0,0.0,Low,Software Dev,1.0,6.0,0.0,Medium,0.0,Complete,1.0
28.0,Female,6.0,Bachelor,CS,Other,4.14,0.3,3.0,0.0,0.0,1.0,High,Data Analyst,1.0,9.0,0.0,High,0.0,Complete,1.0
27.0,Female,0.0,Bachelor,Data Science,Regional,3.07,-0.6,3.0,0.0,3.0,0.0,Medium,Data Analyst,1.0,9.0,1.0,Low,1.0,Complete,0.0
29.0,Female,2.0,Bachelor,Business,Regional,3.63,2.4,5.0,1.0,3.0,0.0,Medium,PM,1.0,4.0,1.0,High,1.0,Not Applicable,1.0
24.0,Female,2.0,Master,Industrial Eng,Top10,3.55,2.6,5.0,1.0,3.0,1.0,Low,Data Scientist,1.0,4.0,1.0,High,0.0,Exempt,1.0
31.0,Male,5.0,Bachelor,CS,Other,3.41,,4.0,0.0,0.0,1.0,Medium,Data Analyst,2.0,4.0,1.0,Medium,1.0,Exempt,0.0
22.0,Female,4.0,Bachelor,Data Science,Other,3.43,0.1,3.0,0.0,2.0,1.0,,Software Dev,1.0,4.0,,Low,0.0,Exempt,0.0
23.0,Male,0.0,Bachelor,CS,SKY,3.47,1.0,1.0,0.0,1.0,1.0,Medium,Data Scientist,1.0,9.0,1.0,Medium,0.0,Exempt,0.0
34.0,Female,6.0,,Business,Regional,3.54,,5.0,1.0,0.0,1.0,Low,Data Scientist,1.0,7.0,0.0,Medium,0.0,Exempt,1.0
24.0,Female,4.0,PhD,Data Science,Top10,3.4,2.6,1.0,1.0,0.0,0.0,High,PM,1.0,9.0,0.0,Medium,1.0,Exempt,1.0
23.0,Female,2.0,Bachelor,Data Science,Foreign,3.4,2.0,2.0,0.0,2.0,1.0,Low,Data Analyst,1.0,8.0,1.0,Low,0.0,Complete,0.0
23.0,Male,,Master,Business,Foreign,3.3,2.4,5.0,1.0,1.0,1.0,Medium,Data Analyst,1.0,6.0,1.0,Medium,1.0,Complete,1.0
31.0,Male,3.0,Bachelor,Data Science,Foreign,3.41,1.3,4.0,1.0,3.0,0.0,Low,Data Scientist,1.0,5.0,1.0,Medium,1.0,Not Applicable,0.0
24.0,Male,,Bachelor,Business,Foreign,3.49,2.9,1.0,0.0,3.0,1.0,Low,PM,1.0,7.0,1.0,Low,1.0,Not Applicable,1.0
27.0,Female,1.0,Bachelor,CS,Top10,3.23,,4.0,1.0,0.0,1.0,,Data Scientist,1.0,7.0,1.0,High,1.0,Complete,0.0
24.0,Male,5.0,Master,Data Science,Top10,3.55,2.3,5.0,0.0,0.0,0.0,High,PM,1.0,,1.0,Medium,1.0,,1.0
31.0,Female,4.0,Bachelor,CS,Regional,3.93,1.9,5.0,0.0,1.0,0.0,Medium,Data Scientist,2.0,5.0,1.0,Medium,1.0,Complete,0.0
31.0,Female,0.0,Master,Data Science,Other,3.59,2.4,2.0,0.0,0.0,1.0,Medium,Data Analyst,2.0,7.0,1.0,,0.0,Not Applicable,0.0
29.0,Female,0.0,PhD,Business,SKY,3.46,2.7,3.0,1.0,0.0,1.0,High,PM,2.0,4.0,0.0,Medium,0.0,Complete,0.0
32.0,Male,1.0,Bachelor,Industrial Eng,SKY,3.86,1.0,3.0,0.0,2.0,0.0,High,Data Scientist,1.0,7.0,0.0,Medium,1.0,Exempt,0.0
32.0,Male,1.0,Bachelor,CS,Foreign,3.52,1.0,2.0,1.0,2.0,1.0,Medium,Data Analyst,1.0,7.0,1.0,Low,0.0,Exempt,0.0
23.0,Female,6.0,Bachelor,Data Science,Foreign,,0.6,1.0,1.0,0.0,1.0,Low,,1.0,6.0,1.0,Low,1.0,Complete,0.0
22.0,Male,4.0,PhD,Economics,Foreign,3.74,2.6,1.0,1.0,2.0,0.0,Low,Data Scientist,1.0,6.0,,High,0.0,Not Applicable,1.0
30.0,Female,2.0,Master,Economics,Regional,3.21,1.2,3.0,1.0,2.0,0.0,Medium,Software Dev,1.0,5.0,0.0,High,0.0,Exempt,0.0
32.0,Male,2.0,Master,Business,Foreign,3.87,2.0,5.0,1.0,1.0,0.0,Medium,,2.0,4.0,1.0,Medium,1.0,Exempt,0.0
28.0,Female,4.0,Bachelor,Data Science,SKY,3.67,2.1,1.0,1.0,2.0,1.0,Low,PM,,4.0,0.0,Low,0.0,,0.0
26.0,Male,5.0,Bachelor,Economics,SKY,3.36,2.2,5.0,1.0,0.0,0.0,Medium,Data Analyst,1.0,7.0,1.0,Low,0.0,Exempt,1.0
24.0,Male,2.0,Bachelor,,Regional,3.44,0.4,3.0,1.0,0.0,0.0,Medium,Software Dev,1.0,6.0,1.0,High,0.0,Not Applicable,0.0
33.0,Female,4.0,,Data Science,,,1.7,,1.0,1.0,1.0,Medium,PM,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
25.0,Female,,Master,Data Science,Other,3.14,1.9,1.0,1.0,0.0,0.0,Medium,Data Scientist,1.0,6.0,1.0,,0.0,Not Applicable,0.0
31.0,Male,4.0,Bachelor,Industrial Eng,SKY,3.22,1.1,,1.0,3.0,1.0,Low,PM,,9.0,1.0,Medium,0.0,Exempt,1.0
30.0,Female,5.0,PhD,Economics,Foreign,3.32,1.2,2.0,1.0,1.0,0.0,High,Software Dev,1.0,5.0,1.0,High,0.0,Exempt,1.0
28.0,Female,2.0,Bachelor,Data Science,Other,3.8,0.4,4.0,1.0,3.0,0.0,,Data Scientist,,7.0,0.0,Medium,1.0,Not Applicable,0.0
25.0,Female,0.0,Bachelor,CS,Foreign,3.78,2.6,2.0,0.0,2.0,1.0,High,Data Analyst,1.0,4.0,1.0,High,0.0,Complete,0.0
34.0,Female,5.0,Master,Economics,Foreign,3.37,2.4,3.0,1.0,0.0,1.0,Medium,Data Analyst,1.0,4.0,1.0,Medium,0.0,Complete,0.0
25.0,Female,0.0,Bachelor,Industrial Eng,Regional,3.73,2.4,5.0,1.0,1.0,0.0,Medium,PM,1.0,4.0,0.0,Medium,0.0,Exempt,0.0
28.0,Male,4.0,Bachelor,CS,Regional,3.6,1.6,5.0,1.0,0.0,0.0,High,PM,1.0,8.0,1.0,Low,0.0,Not Applicable,1.0
32.0,Male,3.0,Bachelor,Business,Foreign,3.12,0.8,1.0,0.0,3.0,1.0,Low,Data Analyst,1.0,4.0,0.0,Medium,0.0,Complete,0.0
29.0,Male,4.0,Bachelor,Industrial Eng,SKY,3.32,2.0,3.0,1.0,0.0,1.0,Medium,PM,2.0,7.0,0.0,Medium,0.0,Exempt,0.0
23.0,Male,,Bachelor,Economics,SKY,3.31,0.9,3.0,1.0,3.0,0.0,Low,PM,2.0,8.0,1.0,High,0.0,Exempt,0.0
28.0,Female,6.0,Bachelor,CS,Other,3.08,3.6,3.0,1.0,2.0,0.0,Medium,Data Analyst,1.0,7.0,0.0,High,0.0,Not Applicable,1.0
24.0,Male,2.0,Bachelor,Economics,Foreign,3.28,0.7,5.0,1.0,3.0,0.0,Medium,Software Dev,1.0,6.0,1.0,Medium,0.0,Complete,0.0
26.0,Male,1.0,Bachelor,Data Science,Other,2.97,3.8,3.0,1.0,0.0,1.0,Medium,,1.0,8.0,0.0,Medium,0.0,Not Applicable,0.0
24.0,Male,,Bachelor,Economics,Other,3.28,0.5,,,1.0,1.0,High,PM,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
24.0,Female,4.0,Bachelor,Economics,Foreign,3.49,1.9,4.0,1.0,0.0,0.0,High,Data Scientist,1.0,6.0,1.0,Medium,1.0,Complete,1.0
27.0,Male,0.0,Bachelor,Data Science,Foreign,,0.0,2.0,1.0,1.0,0.0,Low,Software Dev,1.0,6.0,1.0,Low,,Exempt,0.0
28.0,,5.0,PhD,Data Science,Foreign,3.74,3.7,1.0,1.0,0.0,0.0,Low,Data Scientist,1.0,4.0,1.0,Medium,1.0,Not Applicable,1.0
,Female,4.0,Bachelor,Industrial Eng,SKY,3.47,2.1,3.0,0.0,0.0,1.0,Low,PM,1.0,5.0,1.0,High,1.0,Not Applicable,0.0
27.0,Male,6.0,Bachelor,Data Science,SKY,3.27,1.9,5.0,1.0,2.0,0.0,Medium,Software Dev,2.0,5.0,1.0,Low,1.0,Exempt,1.0
25.0,Female,2.0,Bachelor,Economics,Top10,3.71,2.9,3.0,1.0,0.0,1.0,Medium,Software Dev,1.0,4.0,1.0,Low,0.0,Complete,0.0
29.0,Female,1.0,Master,Business,Foreign,3.82,0.8,4.0,0.0,0.0,1.0,Low,Data Scientist,1.0,5.0,1.0,Low,0.0,Complete,0.0
33.0,Female,4.0,Master,CS,Foreign,3.49,2.0,2.0,1.0,2.0,1.0,Medium,,1.0,9.0,1.0,Low,1.0,Exempt,1.0
26.0,Female,2.0,Bachelor,CS,Other,3.09,,4.0,1.0,0.0,1.0,Low,PM,1.0,8.0,,High,1.0,Complete,1.0
23.0,Male,3.0,Bachelor,Industrial Eng,Other,3.99,2.4,2.0,0.0,2.0,0.0,,,1.0,4.0,1.0,Low,0.0,Not Applicable,0.0
27.0,Female,2.0,Bachelor,CS,Top10,3.33,-0.1,1.0,1.0,2.0,0.0,Low,Data Scientist,1.0,4.0,1.0,Medium,1.0,Exempt,0.0
22.0,Male,,PhD,Economics,SKY,,1.0,1.0,1.0,3.0,0.0,Medium,Data Analyst,2.0,8.0,1.0,Low,1.0,Complete,1.0
28.0,Male,3.0,Bachelor,Data Science,Top10,3.62,2.2,4.0,0.0,0.0,0.0,Low,Software Dev,2.0,,1.0,Low,0.0,Not Applicable,0.0
26.0,Male,4.0,Bachelor,CS,Top10,3.14,0.7,5.0,1.0,1.0,1.0,High,Data Scientist,1.0,5.0,1.0,Medium,0.0,Complete,1.0
25.0,Male,0.0,Bachelor,Business,Foreign,3.52,2.2,2.0,1.0,0.0,1.0,Medium,PM,1.0,6.0,1.0,High,0.0,Exempt,0.0
26.0,Female,5.0,Bachelor,Industrial Eng,SKY,3.38,2.2,2.0,1.0,2.0,1.0,Medium,,1.0,7.0,0.0,Low,0.0,Exempt,1.0
29.0,Female,,Bachelor,Economics,Top10,3.71,3.4,2.0,1.0,1.0,1.0,Medium,Data Scientist,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
23.0,Male,5.0,Bachelor,Business,Foreign,3.26,0.4,5.0,0.0,3.0,1.0,Low,PM,2.0,6.0,1.0,Low,1.0,Exempt,1.0
26.0,Female,4.0,Master,Economics,SKY,3.76,,1.0,1.0,0.0,1.0,Low,PM,1.0,6.0,1.0,Medium,0.0,Exempt,0.0
26.0,Male,6.0,Master,CS,Regional,3.31,1.9,4.0,1.0,1.0,1.0,Low,Data Scientist,2.0,6.0,1.0,Low,1.0,Not Applicable,1.0
27.0,Male,3.0,Bachelor,Economics,Foreign,3.76,1.6,1.0,1.0,1.0,1.0,Medium,Software Dev,2.0,7.0,0.0,,0.0,Exempt,0.0
27.0,Female,2.0,Bachelor,Data Science,Top10,3.22,1.3,5.0,0.0,2.0,0.0,Medium,Data Analyst,2.0,,1.0,High,1.0,Complete,0.0
26.0,Female,4.0,Bachelor,Data Science,SKY,4.04,2.6,4.0,1.0,0.0,,Low,Data Scientist,1.0,7.0,0.0,Medium,0.0,Complete,1.0
25.0,Female,2.0,Bachelor,CS,Foreign,3.32,2.2,4.0,1.0,1.0,1.0,Medium,PM,1.0,7.0,1.0,Low,0.0,Complete,1.0
33.0,,,Bachelor,CS,Other,3.69,3.0,1.0,1.0,3.0,1.0,Medium,Software Dev,1.0,4.0,1.0,Medium,1.0,Complete,0.0
23.0,Male,4.0,Bachelor,Industrial Eng,,3.44,2.8,2.0,0.0,2.0,1.0,High,PM,1.0,9.0,1.0,Medium,1.0,Complete,1.0
29.0,Female,4.0,Bachelor,CS,,3.52,1.5,,1.0,2.0,1.0,Medium,Software Dev,1.0,9.0,1.0,Low,0.0,Complete,1.0
24.0,Male,3.0,Master,Business,SKY,3.63,1.9,4.0,1.0,3.0,1.0,Low,Data Scientist,1.0,8.0,1.0,Low,1.0,Exempt,1.0
23.0,Male,0.0,Master,,Top10,3.63,0.8,4.0,1.0,1.0,0.0,High,Data Analyst,1.0,7.0,1.0,Medium,0.0,Complete,0.0
28.0,Male,2.0,Bachelor,Business,Top10,4.15,3.4,4.0,0.0,1.0,0.0,Low,Software Dev,2.0,6.0,1.0,Medium,1.0,Exempt,1.0
29.0,Female,2.0,Master,CS,,3.39,1.2,,0.0,0.0,0.0,Medium,Data Analyst,2.0,6.0,0.0,High,0.0,Complete,0.0
27.0,Female,3.0,Bachelor,CS,Top10,3.56,1.5,5.0,,,1.0,,Data Analyst,1.0,9.0,1.0,Medium,1.0,Not Applicable,1.0
24.0,Female,4.0,Master,Business,Foreign,3.97,2.4,5.0,0.0,2.0,0.0,Low,PM,2.0,6.0,1.0,Low,0.0,Not Applicable,1.0
22.0,Female,3.0,Bachelor,,Foreign,3.92,,5.0,1.0,1.0,1.0,Medium,Data Analyst,1.0,,0.0,Medium,0.0,Exempt,1.0
22.0,Male,3.0,Bachelor,CS,Top10,3.17,4.3,3.0,0.0,0.0,1.0,Low,Software Dev,1.0,7.0,1.0,Medium,0.0,Complete,1.0
25.0,Female,6.0,Bachelor,Data Science,Other,3.73,3.6,1.0,0.0,2.0,1.0,Medium,Data Analyst,1.0,4.0,0.0,Medium,1.0,Exempt,0.0
24.0,Male,3.0,Bachelor,Data Science,Foreign,3.36,0.3,4.0,1.0,2.0,1.0,High,Data Scientist,,9.0,1.0,Low,1.0,,1.0
32.0,Female,2.0,Master,Business,SKY,3.4,2.0,4.0,1.0,2.0,0.0,High,Data Analyst,1.0,9.0,1.0,Medium,0.0,Exempt,1.0
25.0,Male,2.0,Bachelor,Economics,SKY,3.41,2.8,4.0,1.0,1.0,1.0,Low,Data Analyst,1.0,9.0,1.0,Medium,0.0,Exempt,
27.0,Male,5.0,Bachelor,Industrial Eng,Top10,4.03,2.4,1.0,0.0,1.0,,Medium,Software Dev,1.0,4.0,0.0,High,0.0,Not Applicable,0.0
29.0,Female,5.0,Bachelor,Business,Regional,3.55,2.1,4.0,1.0,1.0,1.0,Medium,PM,1.0,4.0,0.0,Medium,,Exempt,0.0
22.0,Male,2.0,Bachelor,Business,Foreign,3.33,0.3,,1.0,3.0,1.0,Low,PM,2.0,7.0,1.0,Medium,1.0,Not Applicable,0.0
33.0,Female,4.0,Bachelor,CS,Regional,3.7,1.1,2.0,1.0,3.0,,Low,Software Dev,2.0,4.0,0.0,Low,0.0,Complete,0.0
30.0,Male,0.0,Bachelor,Business,Foreign,3.51,1.9,1.0,1.0,3.0,0.0,Medium,Software Dev,1.0,6.0,0.0,Low,0.0,Complete,0.0
25.0,Male,6.0,,Economics,SKY,,2.3,2.0,0.0,2.0,1.0,High,Data Scientist,1.0,5.0,1.0,Medium,1.0,Exempt,1.0
23.0,Male,4.0,Bachelor,Business,Other,4.11,1.6,2.0,1.0,1.0,1.0,Medium,Data Analyst,1.0,4.0,0.0,Medium,0.0,Complete,0.0
25.0,Male,0.0,Bachelor,Economics,SKY,3.91,2.6,2.0,1.0,2.0,0.0,Low,Software Dev,1.0,8.0,1.0,Low,,Complete,
25.0,Female,6.0,PhD,CS,Other,3.33,2.9,1.0,0.0,1.0,1.0,,Data Analyst,2.0,,0.0,Low,0.0,Exempt,0.0
30.0,Male,2.0,Bachelor,Economics,Other,3.21,2.3,2.0,0.0,0.0,0.0,High,Data Scientist,1.0,4.0,1.0,High,1.0,Complete,0.0
29.0,Male,0.0,Bachelor,Data Science,SKY,3.85,1.4,5.0,1.0,1.0,1.0,Low,Data Analyst,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
33.0,Male,0.0,Master,Industrial Eng,Regional,3.65,2.0,4.0,1.0,3.0,1.0,Low,Software Dev,1.0,7.0,1.0,High,0.0,Not Applicable,1.0
25.0,Male,4.0,Master,Business,Other,,3.3,5.0,1.0,2.0,1.0,High,Data Scientist,1.0,6.0,,High,1.0,Complete,1.0
27.0,Female,6.0,Bachelor,Data Science,Other,3.53,1.8,2.0,1.0,2.0,1.0,Medium,Data Scientist,,7.0,0.0,Medium,0.0,Complete,1.0
27.0,Female,4.0,Bachelor,Business,Other,,1.3,1.0,0.0,2.0,1.0,Low,PM,1.0,7.0,1.0,Low,1.0,Complete,0.0
33.0,Female,3.0,Bachelor,Business,Regional,3.09,3.6,2.0,0.0,3.0,0.0,Low,Data Scientist,,5.0,0.0,Medium,1.0,Not Applicable,0.0
28.0,Male,6.0,PhD,Business,Other,3.57,,4.0,0.0,1.0,1.0,Medium,Data Analyst,1.0,7.0,1.0,,1.0,Complete,1.0
32.0,Female,4.0,Master,Business,Foreign,3.51,0.9,3.0,0.0,3.0,0.0,Medium,Software Dev,1.0,,0.0,High,0.0,Not Applicable,0.0
34.0,Female,1.0,Bachelor,Business,Top10,3.56,1.6,3.0,1.0,1.0,0.0,Medium,Software Dev,2.0,5.0,1.0,Medium,0.0,Exempt,0.0
28.0,Female,5.0,Bachelor,Economics,Foreign,3.47,1.5,5.0,1.0,1.0,1.0,High,PM,1.0,8.0,1.0,Low,0.0,Not Applicable,1.0
32.0,Female,4.0,Bachelor,Economics,Top10,3.76,,3.0,0.0,2.0,1.0,Medium,Data Analyst,1.0,4.0,1.0,Medium,0.0,Exempt,0.0
27.0,,5.0,PhD,Industrial Eng,Regional,3.12,1.2,3.0,1.0,2.0,1.0,Medium,Data Analyst,2.0,4.0,0.0,Medium,0.0,Not Applicable,0.0
24.0,Female,1.0,Bachelor,Data Science,Foreign,4.04,2.5,3.0,1.0,3.0,1.0,Low,Software Dev,1.0,8.0,,Low,,Complete,1.0
22.0,Male,4.0,Master,Industrial Eng,SKY,3.33,1.0,5.0,0.0,1.0,1.0,Medium,Data Scientist,1.0,9.0,1.0,Medium,1.0,,1.0
32.0,Male,4.0,Bachelor,Business,Foreign,3.53,1.0,4.0,0.0,2.0,0.0,Medium,PM,2.0,8.0,1.0,High,0.0,Complete,0.0
29.0,Female,5.0,Bachelor,Data Science,Top10,3.2,1.4,3.0,0.0,3.0,1.0,Low,Data Analyst,1.0,4.0,1.0,High,0.0,Complete,
34.0,Male,2.0,Bachelor,Economics,Regional,3.94,3.6,1.0,1.0,0.0,0.0,Low,Data Analyst,2.0,7.0,,High,0.0,Exempt,0.0
27.0,Male,5.0,Master,CS,Top10,4.13,1.9,2.0,0.0,3.0,1.0,High,Software Dev,1.0,4.0,1.0,Low,0.0,Exempt,1.0
34.0,Female,3.0,Bachelor,Data Science,Foreign,3.78,3.1,1.0,1.0,0.0,1.0,Low,Software Dev,1.0,9.0,0.0,Medium,0.0,Exempt,1.0
26.0,Female,1.0,Bachelor,Economics,Regional,3.39,1.2,2.0,1.0,1.0,0.0,Medium,Data Scientist,1.0,6.0,1.0,Medium,0.0,Complete,0.0
32.0,Female,4.0,Bachelor,Data Science,SKY,3.06,2.0,1.0,0.0,1.0,1.0,Low,Data Analyst,1.0,7.0,1.0,Medium,0.0,Not Applicable,0.0
28.0,Male,,Master,CS,,3.7,3.1,4.0,0.0,0.0,0.0,Low,PM,2.0,4.0,1.0,Medium,1.0,Complete,0.0
22.0,Male,2.0,PhD,Economics,Top10,3.54,2.1,4.0,1.0,2.0,1.0,Medium,Data Scientist,1.0,6.0,0.0,Medium,0.0,Exempt,1.0
24.0,Female,3.0,Bachelor,Business,Top10,3.35,1.3,5.0,1.0,2.0,0.0,Low,PM,1.0,7.0,0.0,Low,1.0,Not Applicable,0.0
28.0,Female,2.0,,CS,Top10,3.54,2.7,1.0,1.0,3.0,1.0,Low,PM,1.0,7.0,1.0,High,0.0,,1.0
27.0,Female,4.0,Bachelor,CS,SKY,3.52,0.8,3.0,1.0,2.0,1.0,Low,Data Scientist,1.0,8.0,1.0,Medium,1.0,Exempt,
32.0,Female,,Bachelor,CS,Top10,3.97,0.3,5.0,,1.0,1.0,Medium,Software Dev,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
25.0,Female,5.0,Bachelor,CS,Regional,3.46,0.2,5.0,1.0,3.0,0.0,Medium,Data Scientist,1.0,4.0,0.0,,0.0,Exempt,0.0
25.0,Female,2.0,Bachelor,Data Science,Top10,3.32,1.6,2.0,0.0,2.0,1.0,High,Data Analyst,2.0,4.0,1.0,Medium,0.0,,0.0
29.0,Female,4.0,Bachelor,Data Science,Top10,4.0,0.5,2.0,1.0,2.0,0.0,Medium,Data Analyst,2.0,8.0,1.0,,1.0,Complete,0.0
24.0,Male,2.0,Bachelor,Economics,Foreign,3.4,,1.0,1.0,3.0,1.0,High,PM,1.0,5.0,1.0,Low,1.0,Not Applicable,1.0
28.0,Female,2.0,Bachelor,Industrial Eng,SKY,3.38,0.9,2.0,1.0,3.0,0.0,Medium,PM,2.0,5.0,1.0,Medium,0.0,Exempt,
33.0,Female,0.0,Master,Economics,Foreign,3.65,2.1,1.0,1.0,2.0,1.0,Medium,Data Scientist,1.0,5.0,0.0,High,1.0,Exempt,0.0
27.0,Male,2.0,Master,Industrial Eng,Foreign,,2.0,5.0,0.0,3.0,0.0,Medium,Data Analyst,1.0,6.0,0.0,Low,0.0,Not Applicable,0.0
25.0,Male,0.0,Bachelor,Data Science,Top10,3.69,1.7,,0.0,3.0,1.0,Low,Data Analyst,2.0,4.0,,Low,1.0,Not Applicable,0.0
29.0,Female,6.0,Bachelor,Data Science,SKY,3.35,0.8,3.0,0.0,0.0,1.0,Low,Software Dev,1.0,7.0,0.0,High,0.0,Exempt,0.0
26.0,Female,2.0,Master,Data Science,Top10,4.12,1.1,4.0,1.0,3.0,1.0,Low,Software Dev,1.0,6.0,0.0,Low,1.0,Complete,0.0
25.0,Male,4.0,PhD,Economics,Other,3.58,0.1,1.0,1.0,1.0,1.0,High,Software Dev,1.0,7.0,1.0,Medium,1.0,Not Applicable,1.0
29.0,Male,,Bachelor,CS,SKY,3.57,3.2,4.0,1.0,2.0,,Low,Data Analyst,1.0,,1.0,Low,0.0,Not Applicable,1.0
22.0,Male,1.0,Bachelor,CS,Top10,3.27,4.0,3.0,0.0,1.0,1.0,Low,Data Analyst,2.0,5.0,1.0,Medium,1.0,Exempt,0.0
32.0,Male,4.0,Bachelor,Economics,Regional,3.53,1.1,4.0,1.0,2.0,0.0,Medium,Data Scientist,1.0,4.0,1.0,Low,1.0,Exempt,0.0
